----Supervisors of transportation and material moving workers,181,829,148,925,33,-
----Aircraft pilots and flight engineers,113,1427,106,1446,7,-
----Air traffic controllers and airfield operations specialists,31,-,27,-,5,-
----Flight attendants,65,857,17,-,48,-
"----Ambulance drivers and attendants, except emergency medical technicians",15,-,13,-,2,-
----Bus drivers,327,602,191,616,136,582
----Driver/sales workers and truck drivers,2658,732,2555,739,103,545
----Taxi drivers and chauffeurs,250,608,221,609,29,-
"----Motor vehicle operators, all other",26,-,22,-,4,-
----Locomotive engineers and operators,56,1187,55,1197,2,-
"----Railroad brake, signal, and switch operators",8,-,8,-,0,-
----Railroad conductors and yardmasters,48,-,44,-,4,-
"----Subway, streetcar, and other rail transportation workers",16,-,16,-,0,-
----Sailors and marine oilers,21,-,19,-,2,-
----Ship and boat captains and operators,38,-,38,-,0,-
----Ship engineers,7,-,7,-,0,-
----Bridge and lock tenders,5,-,5,-,0,-
----Parking lot attendants,60,440,55,441,5,-
----Automotive and watercraft service attendants,77,512,72,518,4,-
----Transportation inspectors,53,909,41,-,12,-
"----Transportation attendants, except flight attendants",24,-,13,-,10,-
----Other transportation workers,21,-,19,-,2,-
----Conveyor operators and tenders,7,-,6,-,2,-
----Crane and tower operators,73,959,73,959,0,-
"----Dredge, excavating, and loading machine operators",30,-,30,-,0,-
----Hoist and winch operators,6,-,5,-,1,-
----Industrial truck and tractor operators,534,594,497,595,38,-
----Cleaners of vehicles and equipment,255,482,221,480,34,-
"----Laborers and freight, stock, and material movers, hand",1358,533,1138,546,221,476
----Machine feeders and offbearers,14,-,10,-,4,-
"----Packers and packagers, hand",347,413,140,459,207,395
----Pumping station operators,21,-,21,-,0,-
----Refuse and recyclable material collectors,54,550,51,564,3,-
----Mine shuttle car operators,1,-,1,-,0,-
"----Tank car, truck, and ship loaders",6,-,6,-,0,-
"----Material moving workers, all other",39,-,36,-,2,-
