------Biomedical engineers,12,-,10,-,2,-
------Chemical engineers,79,1532,69,1583,10,-
------Civil engineers,316,1460,275,1474,41,-
------Computer hardware engineers,72,1876,62,1871,10,-
------Electrical and electronics engineers,283,1778,246,1819,37,-
------Environmental engineers,35,-,26,-,9,-
"------Industrial engineers, including health and safety",205,1447,168,1430,37,-
------Marine engineers and naval architects,9,-,9,-,0,-
------Materials engineers,36,-,33,-,4,-
------Mechanical engineers,316,1534,294,1550,23,-
"------Mining and geological engineers, including mining safety engineers",15,-,15,-,0,-
------Nuclear engineers,5,-,3,-,2,-
------Petroleum engineers,43,-,39,-,3,-
"------Engineers, all other",393,1527,339,1537,54,1448
------Drafters,114,977,91,977,23,-
"------Engineering technicians, except drafters",352,963,284,984,68,827
------Surveying and mapping technicians,58,1012,54,1031,4,-
"----Life, physical, and social science occupations",1176,1206,662,1379,514,1067
------Agricultural and food scientists,22,-,12,-,10,-
------Biological scientists,74,1233,46,-,28,-
------Conservation scientists and foresters,23,-,16,-,7,-
------Medical scientists,151,1250,68,1362,84,1082
"------Life scientists, all other",1,-,1,-,0,-
------Astronomers and physicists,14,-,11,-,3,-
------Atmospheric and space scientists,8,-,8,-,1,-
------Chemists and materials scientists,93,1432,61,1496,33,-
------Environmental scientists and geoscientists,90,1423,65,1740,25,-
"------Physical scientists, all other",189,1553,121,1770,68,1170
------Economists,29,-,17,-,12,-
------Survey researchers,0,-,0,-,0,-
------Psychologists,114,1367,31,-,83,1189
------Sociologists,0,-,0,-,0,-
------Urban and regional planners,22,-,13,-,9,-
------Miscellaneous social scientists and related workers,37,-,19,-,19,-
------Agricultural and food science technicians,28,-,21,-,7,-
------Biological technicians,20,-,10,-,10,-
------Chemical technicians,75,944,43,-,32,-
------Geological and petroleum technicians,22,-,18,-,4,-
------Nuclear technicians,2,-,2,-,0,-
------Social science research assistants,3,-,0,-,3,-
"------Miscellaneous life, physical, and social science technicians",157,846,79,1001,78,780
----Community and social service occupations,2143,889,776,973,1367,845
------Counselors,635,904,184,908,451,902
------Social workers,677,877,127,943,549,862
------Probation officers and correctional treatment specialists,85,967,42,-,43,-
------Social and human service assistants,173,676,23,-,149,673
"------Miscellaneous community and social service specialists, including health educators and community health workers",92,831,29,-,63,728
------Clergy,376,1002,316,1021,60,924
"------Directors, religious activities and education",62,929,31,-,31,-
"------Religious workers, all other",44,-,23,-,21,-
----Legal occupations,1346,1391,624,1877,722,1135
------Lawyers,803,1886,503,1914,300,1717
------Judicial law clerks,11,-,1,-,10,-
"------Judges, magistrates, and other judicial workers",54,1952,33,-,20,-
------Paralegals and legal assistants,341,927,47,-,294,910
------Miscellaneous legal support workers,136,770,40,-,97,746
"----Education, training, and library occupations",6884,956,1849,1144,5034,907
------Postsecondary teachers,917,1258,516,1405,401,1144
------Preschool and kindergarten teachers,517,616,11,-,506,618
------Elementary and middle school teachers,2806,974,543,1077,2262,957
------Secondary school teachers,1048,1066,438,1149,610,1006
------Special education teachers,297,987,38,-,258,990
------Other teachers and instructors,378,896,179,1024,199,817
"------Archivists, curators, and museum technicians",38,-,18,-,20,-
------Librarians,130,991,27,-,102,966
------Library technicians,18,-,4,-,15,-
------Teacher assistants,614,541,48,-,565,530
"------Other education, training, and library workers",123,1001,28,-,95,1031
"----Arts, design, entertainment, sports, and media occupations",1643,1001,930,1088,713,942
------Artists and related workers,58,1166,39,-,20,-
------Designers,593,993,301,1099,291,918
------Actors,12,-,8,-,4,-
------Producers and directors,120,1270,67,1340,53,1234
"------Athletes, coaches, umpires, and related workers",147,780,108,818,39,-
------Dancers and choreographers,11,-,2,-,9,-
"------Musicians, singers, and related workers",42,-,33,-,9,-
"------Entertainers and performers, sports and related workers, all other",14,-,11,-,3,-
------Announcers,25,-,21,-,5,-
"------News analysts, reporters and correspondents",56,1218,29,-,27,-
------Public relations specialists,120,1211,49,-,71,971
------Editors,108,1148,58,1205,50,1125
------Technical writers,52,1158,22,-,30,-
------Writers and authors,79,1232,36,-,42,-
------Miscellaneous media and communication workers,46,-,16,-,30,-
------Broadcast and sound engineering technicians and radio operators,83,954,77,937,7,-
------Photographers,45,-,24,-,21,-
"------Television, video, and motion picture camera operators and editors",30,-,28,-,1,-
"------Media and communication equipment workers, all other",2,-,2,-,0,-
----Healthcare practitioners and technical occupations,6566,1041,1639,1272,4928,991
------Chiropractors,22,-,15,-,7,-
------Dentists,59,1656,39,-,20,-
------Dietitians and nutritionists,79,886,9,-,69,879
------Optometrists,19,-,6,-,13,-
------Pharmacists,206,1920,98,2117,108,1811
------Physicians and surgeons,740,1824,457,1915,283,1533
------Physician assistants,57,1368,17,-,40,-
------Podiatrists,9,-,5,-,4,-
------Audiologists,8,-,1,-,6,-
------Occupational therapists,74,1210,10,-,64,1199
------Physical therapists,178,1265,56,1347,123,1215
------Radiation therapists,12,-,5,-,7,-
------Recreational therapists,6,-,2,-,4,-
------Respiratory therapists,99,1000,32,-,67,937
------Speech-language pathologists,108,1147,1,-,106,1148
------Exercise physiologists,3,-,3,-,0,-
"------Therapists, all other",132,944,31,-,101,951
------Veterinarians,55,1455,16,-,39,-
------Registered nurses,2382,1116,278,1222,2104,1098
------Nurse anesthetists,23,-,11,-,12,-
------Nurse midwives,6,-,0,-,6,-
------Nurse practitioners,115,1532,11,-,103,1522
"------Health diagnosing and treating practitioners, all other",2,-,0,-,2,-
------Clinical laboratory technologists and technicians,270,901,69,1089,201,796
------Dental hygienists,86,914,6,-,80,953
------Diagnostic related technologists and technicians,253,964,76,1106,177,908
------Emergency medical technicians and paramedics,175,811,126,899,49,-
------Health practitioner support technologists and technicians,487,636,99,652,389,633
------Licensed practical and licensed vocational nurses,508,743,48,-,459,737
------Medical records and health information technicians,174,740,17,-,157,723
"------Opticians, dispensing",44,-,21,-,23,-
------Miscellaneous health technologists and technicians,99,671,32,-,66,642
------Other healthcare practitioners and technical occupations,78,1128,40,-,38,-
,,,,,,
Service occupations,15279,509,7629,585,7650,463
--Healthcare support occupations,2395,498,320,577,2074,490
"----Nursing, psychiatric, and home health aides",1400,467,163,526,1237,457
----Occupational therapy assistants and aides,17,-,4,-,12,-
----Physical therapist assistants and aides,53,742,18,-,35,-
----Massage therapists,37,-,16,-,22,-
----Dental assistants,188,531,14,-,175,522
----Medical assistants,422,539,35,-,387,530
----Medical transcriptionists,28,-,3,-,26,-
----Pharmacy aides,22,-,4,-,18,-
----Veterinary assistants and laboratory animal caretakers,21,-,4,-,17,-
----Phlebotomists,91,551,15,-,76,534
"----Miscellaneous healthcare support occupations, including medical equipment preparers",115,524,44,-,71,511
--Protective service occupations,2729,796,2181,851,547,655
----First-line supervisors of correctional officers,57,856,41,-,16,-
----First-line supervisors of police and detectives,114,1427,97,1425,17,-
----First-line supervisors of fire fighting and prevention workers,42,-,39,-,3,-
"----First-line supervisors of protective service workers, all other",72,808,56,825,16,-
----Firefighters,260,1033,245,1052,16,-
----Fire inspectors,18,-,15,-,3,-
"----Bailiffs, correctional officers, and jailers",453,754,341,779,112,686
----Detectives and criminal investigators,141,1159,100,1265,41,-
----Fish and game wardens,6,-,5,-,1,-
----Parking enforcement workers,9,-,6,-,3,-
----Police and sheriff's patrol officers,655,1002,569,1001,86,1009
----Transit and railroad police,3,-,3,-,0,-
----Animal control workers,4,-,2,-,2,-
----Private detectives and investigators,85,843,49,-,36,-
----Security guards and gaming surveillance officers,708,567,555,592,153,515
----Crossing guards,26,-,13,-,13,-
----Transportation security screeners,33,-,22,-,11,-
"----Lifeguards and other recreational, and all other protective service workers",42,-,24,-,18,-
--Food preparation and serving related occupations,4124,441,2133,481,1991,414
----Chefs and head cooks,340,619,285,656,55,492
----First-line supervisors of food preparation and serving workers,378,498,156,621,222,458
----Cooks,1302,416,808,427,494,400
----Food preparation workers,366,402,174,414,192,388
----Bartenders,252,521,110,569,142,493
"----Combined food preparation and serving workers, including fast food",173,391,67,401,107,380
"----Counter attendants, cafeteria, food concession, and coffee shop",56,354,28,-,28,-
----Waiters and waitresses,868,451,305,501,563,411
"----Food servers, nonrestaurant",93,509,31,-,62,485
----Dining room and cafeteria attendants and bartender helpers,107,403,59,389,48,-
----Dishwashers,117,398,98,401,19,-
"----Hosts and hostesses, restaurant, lounge, and coffee shop",66,400,8,-,58,397
"----Food preparation and serving related workers, all other",6,-,4,-,3,-
--Building and grounds cleaning and maintenance occupations,3605,486,2330,517,1275,419
----First-line supervisors of housekeeping and janitorial workers,172,620,108,700,64,571
"----First-line supervisors of landscaping, lawn service, and groundskeeping workers",80,649,79,653,1,-
----Janitors and building cleaners,1536,507,1111,547,425,429
----Maids and housekeeping cleaners,876,416,134,475,742,407
----Pest control workers,77,585,74,591,3,-
----Grounds maintenance workers,862,469,824,473,39,-
--Personal care and service occupations,2427,498,664,597,1763,475
----First-line supervisors of gaming workers,117,769,65,900,52,680
----First-line supervisors of personal service workers,60,608,25,-,35,-
----Animal trainers,26,-,19,-,8,-
----Nonfarm animal caretakers,100,505,32,-,68,501
----Gaming services workers,69,676,30,-,39,-
----Motion picture projectionists,3,-,3,-,0,-
"----Ushers, lobby attendants, and ticket takers",9,-,5,-,4,-
----Miscellaneous entertainment attendants and related workers,69,485,42,-,28,-
----Embalmers and funeral attendants,2,-,2,-,0,-
"----Morticians, undertakers, and funeral directors",23,-,17,-,7,-
----Barbers,46,-,33,-,12,-
"----Hairdressers, hairstylists, and cosmetologists",253,461,23,-,229,463
----Miscellaneous personal appearance workers,191,501,32,-,159,497
"----Baggage porters, bellhops, and concierges",75,608,63,606,12,-
----Tour and travel guides,21,-,11,-,9,-
----Childcare workers,407,437,14,-,393,430
----Personal care aides,680,462,128,537,552,441
----Recreation and fitness workers,185,555,78,684,107,526
----Residential advisors,24,-,8,-,16,-
"----Personal care and service workers, all other",67,499,35,-,32,-
,,,,,,
Sales and office occupations,23620,673,9384,777,14236,627
--Sales and related occupations,9725,716,5423,880,4303,578
----First-line supervisors of retail sales workers,2326,711,1296,825,1030,614
----First-line supervisors of non-retail sales workers,835,1028,556,1140,280,896
----Cashiers,1342,415,411,471,931,405
----Counter and rental clerks,73,594,35,-,37,-
----Parts salespersons,92,601,82,600,11,-
----Retail salespersons,1918,590,1159,694,759,494
----Advertising sales agents,161,925,78,1155,83,729
----Insurance sales agents,427,815,194,1028,232,717
"----Securities, commodities, and financial services sales agents",211,1155,146,1461,65,767
----Travel agents,62,711,9,-,53,685
"----Sales representatives, services, all other",406,966,268,1147,139,699
"----Sales representatives, wholesale and manufacturing",1138,1020,843,1066,295,917
"----Models, demonstrators, and product promoters",15,-,4,-,11,-
----Real estate brokers and sales agents,463,837,197,1052,266,735
----Sales engineers,33,-,31,-,2,-
----Telemarketers,39,-,17,-,21,-
"----Door-to-door sales workers, news and street vendors, and related workers",28,-,9,-,18,-
"----Sales and related workers, all other",158,916,89,1088,70,727
--Office and administrative support occupations,13894,656,3961,693,9933,646
----First-line supervisors of office and administrative support workers,1297,812,434,878,863,781
"----Switchboard operators, including answering service",17,-,7,-,10,-
----Telephone operators,22,-,4,-,18,-
"----Communications equipment operators, all other",5,-,2,-,3,-
----Bill and account collectors,152,657,54,674,98,648
----Billing and posting clerks,406,657,39,-,366,664
"----Bookkeeping, accounting, and auditing clerks",769,692,87,690,682,692
----Gaming cage workers,11,-,2,-,10,-
----Payroll and timekeeping clerks,128,757,17,-,111,751
----Procurement clerks,35,-,15,-,21,-
----Tellers,264,514,33,-,231,516
"----Financial clerks, all other",61,767,30,-,32,-
----Brokerage clerks,3,-,1,-,1,-
----Correspondence clerks,3,-,1,-,2,-
"----Court, municipal, and license clerks",60,755,9,-,51,743
"----Credit authorizers, checkers, and clerks",42,-,12,-,29,-
----Customer service representatives,1760,621,611,690,1149,604
"----Eligibility interviewers, government programs",67,781,17,-,50,805
----File clerks,145,634,25,-,120,627
"----Hotel, motel, and resort desk clerks",127,481,58,486,69,467
"----Interviewers, except eligibility and loan",105,615,16,-,89,617
"----Library assistants, clerical",35,-,7,-,28,-
----Loan interviewers and clerks,134,710,25,-,109,722
----New accounts clerks,20,-,3,-,17,-
----Order clerks,74,599,26,-,48,-
"----Human resources assistants, except payroll and timekeeping",50,737,11,-,40,-
----Receptionists and information clerks,852,575,72,619,781,569
----Reservation and transportation ticket agents and travel clerks,95,713,34,-,61,680
"----Information and record clerks, all other",100,618,22,-,78,616
----Cargo and freight agents,20,-,12,-,9,-
----Couriers and messengers,153,752,134,750,19,-
----Dispatchers,250,698,109,759,141,655
"----Meter readers, utilities",39,-,34,-,4,-
----Postal service clerks,127,927,76,974,51,833
----Postal service mail carriers,302,954,187,1021,115,854
"----Postal service mail sorters, processors, and processing machine operators",53,828,27,-,26,-
"----Production, planning, and expediting clerks",256,838,116,978,141,732
"----Shipping, receiving, and traffic clerks",502,591,354,604,148,566
----Stock clerks and order fillers,1027,520,651,537,376,506
"----Weighers, measurers, checkers, and samplers, recordkeeping",59,629,29,-,31,-
----Secretaries and administrative assistants,2223,687,124,786,2099,683
----Computer operators,58,751,25,-,33,-
----Data entry keyers,223,619,55,589,169,638
----Word processors and typists,68,650,6,-,62,639
----Desktop publishers,1,-,1,-,0,-
----Insurance claims and policy processing clerks,259,689,56,762,203,675
"----Mail clerks and mail machine operators, except postal service",63,563,24,-,39,-
"----Office clerks, general",929,620,156,609,773,622
"----Office machine operators, except computer",31,-,14,-,16,-
----Proofreaders and copy markers,2,-,0,-,2,-
----Statistical assistants,15,-,5,-,10,-
"----Office and administrative support workers, all other",391,745,93,852,298,718
,,,,,,
"Natural resources, construction, and maintenance occupations",10834,761,10381,770,453,580
"--Farming, fishing, and forestry occupations",810,464,637,477,174,437
"----First-line supervisors of farming, fishing, and forestry workers",42,-,32,-,10,-
----Agricultural inspectors,12,-,7,-,6,-
----Animal breeders,2,-,2,-,0,-
"----Graders and sorters, agricultural products",83,486,32,-,51,468
----Miscellaneous agricultural workers,613,445,511,460,102,398
----Fishers and related fishing workers,11,-,11,-,0,-
----Hunters and trappers,0,-,0,-,0,-
----Forest and conservation workers,15,-,10,-,5,-
----Logging workers,31,-,31,-,0,-
--Construction and extraction occupations,5722,749,5586,751,137,704
----First-line supervisors of construction trades and extraction workers,560,1040,540,1047,20,-
----Boilermakers,21,-,21,-,0,-
"----Brickmasons, blockmasons, and stonemasons",122,652,122,652,0,-
----Carpenters,802,687,792,687,10,-
"----Carpet, floor, and tile installers and finishers",89,637,89,634,1,-
"----Cement masons, concrete finishers, and terrazzo workers",44,-,44,-,0,-
----Construction laborers,1181,639,1155,642,25,-
"----Paving, surfacing, and tamping equipment operators",10,-,10,-,0,-
----Pile-driver operators,2,-,2,-,0,-
----Operating engineers and other construction equipment operators,324,856,318,859,6,-
"----Drywall installers, ceiling tile installers, and tapers",121,596,119,595,2,-
----Electricians,651,888,632,891,19,-
----Glaziers,33,-,32,-,0,-
----Insulation workers,43,-,41,-,3,-
"----Painters, construction and maintenance",344,585,330,587,14,-
----Paperhangers,0,-,0,-,0,-
"----Pipelayers, plumbers, pipefitters, and steamfitters",456,863,455,862,2,-
----Plasterers and stucco masons,20,-,19,-,1,-
----Reinforcing iron and rebar workers,9,-,9,-,0,-
----Roofers,171,584,170,580,2,-
----Sheet metal workers,106,766,100,776,6,-
----Structural iron and steel workers,54,869,52,864,2,-
----Solar photovoltaic installers,8,-,8,-,0,-
"----Helpers, construction trades",47,-,47,-,0,-
----Construction and building inspectors,67,939,58,965,9,-
----Elevator installers and repairers,23,-,23,-,0,-
----Fence erectors,33,-,33,-,0,-
----Hazardous materials removal workers,39,-,35,-,5,-
----Highway maintenance workers,91,754,91,755,0,-
----Rail-track laying and maintenance equipment operators,9,-,9,-,0,-
----Septic tank servicers and sewer pipe cleaners,8,-,8,-,0,-
----Miscellaneous construction and related workers,25,-,23,-,2,-
"----Derrick, rotary drill, and service unit operators, oil, gas, and mining",28,-,27,-,1,-
"----Earth drillers, except oil and gas",30,-,30,-,0,-
"----Explosives workers, ordnance handling experts, and blasters",5,-,5,-,0,-
----Mining machine operators,68,1106,65,1098,2,-
"----Roof bolters, mining",3,-,3,-,0,-
"----Roustabouts, oil and gas",7,-,7,-,0,-
----Helpers--extraction workers,6,-,6,-,0,-
----Other extraction workers,61,900,58,918,3,-
"--Installation, maintenance, and repair occupations",4301,839,4159,842,143,761
"----First-line supervisors of mechanics, installers, and repairers",270,1032,252,1033,18,-
"----Computer, automated teller, and office machine repairers",194,856,166,865,28,-
----Radio and telecommunications equipment installers and repairers,139,862,126,879,13,-
----Avionics technicians,4,-,4,-,0,-
"----Electric motor, power tool, and related repairers",22,-,20,-,1,-
"----Electrical and electronics installers and repairers, transportation equipment",2,-,2,-,0,-
"----Electrical and electronics repairers, industrial and utility",18,-,17,-,0,-
"----Electronic equipment installers and repairers, motor vehicles",17,-,17,-,0,-
----Electronic home entertainment equipment installers and repairers,30,-,28,-,2,-
----Security and fire alarm systems installers,67,911,65,913,2,-
----Aircraft mechanics and service technicians,133,1025,125,1032,7,-
----Automotive body and related repairers,120,846,118,849,2,-
----Automotive glass installers and repairers,21,-,20,-,1,-
----Automotive service technicians and mechanics,710,722,694,724,16,-
----Bus and truck mechanics and diesel engine specialists,327,831,327,830,0,-
----Heavy vehicle and mobile equipment service technicians and mechanics,206,928,206,928,0,-
----Small engine mechanics,39,-,39,-,0,-
"----Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",66,592,65,591,1,-
----Control and valve installers and repairers,23,-,23,-,0,-
"----Heating, air conditioning, and refrigeration mechanics and installers",341,806,337,810,4,-
----Home appliance repairers,36,-,36,-,0,-
----Industrial and refractory machinery mechanics,394,895,383,894,11,-
"----Maintenance and repair workers, general",469,773,459,771,10,-
"----Maintenance workers, machinery",31,-,30,-,1,-
----Millwrights,49,-,48,-,1,-
----Electrical power-line installers and repairers,113,1105,112,1105,0,-
----Telecommunications line installers and repairers,157,882,148,880,9,-
----Precision instrument and equipment repairers,64,996,60,1009,4,-
----Wind turbine service technicians,3,-,3,-,0,-
"----Coin, vending, and amusement machine servicers and repairers",38,-,34,-,4,-
----Commercial divers,1,-,1,-,0,-
----Locksmiths and safe repairers,12,-,12,-,0,-
----Manufactured building and mobile home installers,4,-,4,-,1,-
----Riggers,7,-,7,-,0,-
----Signal and track switch repairers,9,-,9,-,0,-
"----Helpers--installation, maintenance, and repair workers",17,-,17,-,0,-
"----Other installation, maintenance, and repair workers",150,792,144,810,6,-
,,,,,,
"Production, transportation, and material moving occupations",14504,656,11546,704,2958,512
--Production occupations,7551,663,5548,729,2003,519
----First-line supervisors of production and operating workers,783,875,650,924,133,623
"----Aircraft structure, surfaces, rigging, and systems assemblers",15,-,11,-,4,-
"----Electrical, electronics, and electromechanical assemblers",123,554,59,566,64,544
----Engine and other machine assemblers,14,-,12,-,2,-
----Structural metal fabricators and fitters,31,-,28,-,3,-
----Miscellaneous assemblers and fabricators,950,581,573,637,377,512
----Bakers,150,505,69,570,80,475
"----Butchers and other meat, poultry, and fish processing workers",247,542,187,582,60,463
"----Food and tobacco roasting, baking, and drying machine operators and tenders",9,-,7,-,1,-
----Food batchmakers,79,500,25,-,54,489
----Food cooking machine operators and tenders,7,-,5,-,2,-
"----Food processing workers, all other",132,594,82,679,50,508
----Computer control programmers and operators,83,833,81,857,2,-
"----Extruding and drawing machine setters, operators, and tenders, metal and plastic",8,-,7,-,1,-
"----Forging machine setters, operators, and tenders, metal and plastic",6,-,6,-,0,-
"----Rolling machine setters, operators, and tenders, metal and plastic",15,-,12,-,3,-
"----Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",78,633,62,674,15,-
"----Drilling and boring machine tool setters, operators, and tenders, metal and plastic",5,-,5,-,1,-
"----Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",41,-,39,-,3,-
"----Lathe and turning machine tool setters, operators, and tenders, metal and plastic",12,-,11,-,1,-
"----Milling and planing machine setters, operators, and tenders, metal and plastic",1,-,1,-,0,-
----Machinists,338,834,320,840,17,-
"----Metal furnace operators, tenders, pourers, and casters",29,-,28,-,1,-
"----Model makers and patternmakers, metal and plastic",6,-,3,-,3,-
"----Molders and molding machine setters, operators, and tenders, metal and plastic",47,-,39,-,9,-
"----Multiple machine tool setters, operators, and tenders, metal and plastic",1,-,1,-,0,-
----Tool and die makers,49,-,49,-,0,-
"----Welding, soldering, and brazing workers",568,760,545,767,23,-
"----Heat treating equipment setters, operators, and tenders, metal and plastic",4,-,4,-,0,-
"----Layout workers, metal and plastic",4,-,4,-,1,-
"----Plating and coating machine setters, operators, and tenders, metal and plastic",24,-,24,-,0,-
"----Tool grinders, filers, and sharpeners",7,-,7,-,0,-
"----Metal workers and plastic workers, all other",351,639,278,678,72,581
----Prepress technicians and workers,14,-,12,-,2,-
----Printing press operators,160,707,134,729,26,-
----Print binding and finishing workers,16,-,9,-,6,-
----Laundry and dry-cleaning workers,133,466,53,487,80,460
"----Pressers, textile, garment, and related materials",21,-,9,-,12,-
----Sewing machine operators,147,493,42,-,105,476
----Shoe and leather workers and repairers,5,-,4,-,1,-
----Shoe machine operators and tenders,1,-,0,-,1,-
"----Tailors, dressmakers, and sewers",37,-,9,-,27,-
----Textile bleaching and dyeing machine operators and tenders,2,-,2,-,0,-
"----Textile cutting machine setters, operators, and tenders",9,-,7,-,2,-
"----Textile knitting and weaving machine setters, operators, and tenders",8,-,3,-,4,-
"----Textile winding, twisting, and drawing out machine setters, operators, and tenders",7,-,5,-,2,-
"----Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",0,-,0,-,0,-
----Fabric and apparel patternmakers,4,-,3,-,1,-
----Upholsterers,29,-,21,-,7,-
"----Textile, apparel, and furnishings workers, all other",16,-,12,-,4,-
----Cabinetmakers and bench carpenters,40,-,38,-,2,-
----Furniture finishers,6,-,6,-,0,-
"----Model makers and patternmakers, wood",0,-,0,-,0,-
"----Sawing machine setters, operators, and tenders, wood",26,-,22,-,4,-
"----Woodworking machine setters, operators, and tenders, except sawing",23,-,21,-,1,-
"----Woodworkers, all other",17,-,14,-,3,-
"----Power plant operators, distributors, and dispatchers",35,-,34,-,1,-
----Stationary engineers and boiler operators,84,996,81,1012,3,-
----Water and wastewater treatment plant and system operators,82,880,79,868,3,-
----Miscellaneous plant and system operators,35,-,33,-,3,-
"----Chemical processing machine setters, operators, and tenders",62,1052,57,1082,5,-
"----Crushing, grinding, polishing, mixing, and blending workers",82,652,75,668,7,-
----Cutting workers,51,685,41,-,9,-
"----Extruding, forming, pressing, and compacting machine setters, operators, and tenders",31,-,25,-,6,-
"----Furnace, kiln, oven, drier, and kettle operators and tenders",6,-,5,-,0,-
"----Inspectors, testers, sorters, samplers, and weighers",701,710,440,844,260,583
----Jewelers and precious stone and metal workers,19,-,11,-,7,-
"----Medical, dental, and ophthalmic laboratory technicians",86,648,44,-,42,-
----Packaging and filling machine operators and tenders,239,518,118,605,120,482
----Painting workers,129,708,110,733,18,-
----Photographic process workers and processing machine operators,26,-,12,-,14,-
----Semiconductor processors,1,-,1,-,0,-
----Adhesive bonding machine operators and tenders,9,-,5,-,4,-
"----Cleaning, washing, and metal pickling equipment operators and tenders",4,-,2,-,1,-
----Cooling and freezing equipment operators and tenders,4,-,3,-,0,-
----Etchers and engravers,12,-,8,-,4,-
"----Molders, shapers, and casters, except metal and plastic",14,-,12,-,2,-
"----Paper goods machine setters, operators, and tenders",27,-,22,-,5,-
----Tire builders,8,-,8,-,0,-
----Helpers--production workers,24,-,18,-,7,-
"----Production workers, all other",846,625,643,666,203,501
